pc,delta
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,-8
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-1022475542888
94685453736968,583754160
94685453736968,898223104
94685453737011,-58289037472
94685453736924,55768752816
94685453736968,1835275416
94685453736988,-1215867480
94685453736968,2832686160
94685453736968,-3983783360
94685453736749,3469831568
94685453736968,-3186302688
94685453736968,1338647472
94685453736968,-954764640
94685453736968,3629410304
94685453737057,-2605487888
94685453736968,-269393184
94685453736968,1789138272
94685453736968,-2544607296
94685453736968,1690496976
94685453736968,712541136
94685453736968,663998320
94685453736974,-2904061120
94685453736968,1700051664
94685453736968,-433128944
94685453737011,804327520
94685453737057,297791680
94685453736968,-344732480
94685453736974,1275443312
94685453736968,-676019456
94685453737011,-152692336
94685453736968,-59263982724
94685453736924,55685462708
94685453736749,3679792864
94685453736968,-814866144
94685453736968,-59392304
94685453736974,243425120
94685453736968,-141525936
94685453736968,-1079059920
94685453736968,354112800
94685453736968,1466216976
94685453736968,-1880719632
94685453736968,1520745264
94685453736968,-1643838528
94685453736968,-895018176
94685453736968,3439952
94685453737057,2490520144
94685453736996,-2683406640
94685453736968,744673488
94685453736968,1976618112
94685453736968,-744182304
94685453736968,-1761566384
94685453736974,2400965952
94685453736974,-1412359136
94685453737057,-1823803304
94685453736749,728302104
94685453736968,2671168768
94685453737011,-2430793680
94685453737011,1578461312
94685453736968,1350061824
94685453736968,-3586682080
94685453736749,326447392
94685453736968,1986462192
94685453736968,1601241744
94685453736968,-2335302720
94685453736968,-1061988672
94685453736968,588604992
94685453736968,-172168536
94685453736988,2610198840
94685453736968,-548704208
94685453736974,-2316374416
94685453736968,594875328
94685453736968,-322633856
94685453736974,2307221648
94685453736996,-2933987712
94685453736968,3885388416
94685453736968,-3605012880
94685453736968,3492597552
94685453736968,-2221212192
94685453736996,-1460433792
94685453736968,397328784
94685453736968,506628608
94685453737057,2504172496
94685453736968,-150382320
94685453736968,-2614162496
94685453737011,466507808
94685453736968,1796063952
94685453736968,-3144210616
94685453736749,635843032
94685453736968,1706817792
94685453736968,319350288
94685453736968,768481680
94685453736968,-994894080
94685453736968,-1497518832
94685453736968,-847579488
94685453736968,278944944
94685453736968,2459922768
94685453736968,142182000
94685453736968,-2410515504
94685453736968,-364604976
94685453736968,3072748800
94685453736968,-478588560
94685453736968,-691527120
94685453736968,679839744
94685453736968,-761601984
94685453736968,-1566745424
94685453736974,60373376
94685453736996,692952528
94685453736968,2895171648
94685453736996,-3945594816
94685453736968,352689648
94685453736968,540151584
94685453736968,735380640
94685453736996,779267352
94685453736988,-3075533960
94685453736749,2593848128
94685453736996,-1725453840
94685453736968,174687216
94685453736968,2281673808
94685453736968,-1523425088
94685453736974,-939537264
94685453737011,846985712
94685453736968,-349395392
94685453736974,-50548146144
94685453736924,50160661568
94685453736968,14184896
94685453737057,-9902778668
94685453736924,9242352748
94685453736749,3037094336
94685453736968,-2975576736
94685453736749,2376218592
94685453736968,-1997792672
94685453737011,3726437760
94685453736974,-3224709696
94685453737011,1088703680
94685453736968,-1907426440
94685453736749,4114272808
94685453736968,-1870949824
94685453737057,973259632
94685453736968,483915456
94685453736968,-360610512
94685453736968,-2797550560
94685453737057,168842320
94685453736968,1666260688
94685453737011,-2849139296
94685453736749,1769949872
94685453737011,344898800
94685453736968,-1214501712
94685453736968,151564368
94685453736996,-191399112
94685453736988,-190181864
94685453737011,3283693424
94685453736968,-3641312360
94685453736749,2698270616
94685453736968,-590200368
94685453736968,215036560
94685453737011,1937549408
94685453736968,-649417536
94685453736968,413968848
94685453736968,-389153904
94685453736968,-974962752
94685453736968,1116270800
94685453737057,-265107200
94685453736968,-1435466352
94685453736968,1431407136
94685453736968,-1812677408
94685453736974,-301009104
94685453736974,1237878208
94685453737057,-639868880
94685453736968,-1228555008
94685453736996,135883824
94685453736968,1433267136
94685453736968,880989600
94685453736968,-2608153680
94685453736968,2658703584
94685453736968,-645670512
94685453736968,-228103728
94685453736968,-3803056
94685453737057,-1871093936
94685453736968,1673467632
94685453736968,54979888
94685453737011,1588433456
94685453736968,-3459328176
94685453736996,2896433136
94685453736968,-670005696
94685453736968,1615035456
94685453736996,-1944935520
94685453736968,-465642624
94685453736968,-1235532240
94685453736968,3680457072
94685453736996,-2065765392
94685453736996,685896672
94685453736968,-2286600240
94685453736968,169453872
94685453736968,2852781952
94685453737011,-1191506536
94685453736988,-85168680
94685453736968,-1563255648
94685453736968,3160568400
94685453736968,-3338730672
94685453736968,3588798544
94685453736974,1019944266856
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-8
94685453738901,8
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,296
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,-8
94685453738901,-216
94685453736661,224
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-8
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,24
94685453736684,-24
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-8
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,248
94685453736693,8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,-64
94685453738879,64
94685453737161,24
94685453736684,-24
94685453737161,0
94685453737161,0
94685453737161,-168
94685453738958,-1022811576080
94685453736968,2393156768
94685453737057,-2750898064
94685453736974,2652698432
94685453736968,-2706601640
94685453737084,1865843000
94685453736968,-965403104
94685453737011,-2103404000
94685453736749,2931315952
94685453736996,1501304976
94685453736968,-932527008
94685453736968,757055904
94685453736968,-3407173120
94685453737057,214636416
94685453737057,-815420808
94685453736749,3937289176
94685453736968,-2697323040
94685453736968,3161955888
94685453736968,-1328758688
94685453736974,-57014470592
94685453736924,56004381712
94685453736968,-609894416
94685453736974,1014610896
94685453736974,-408099840
94685453736974,-1457370784
94685453736968,1658086608
94685453736968,-2062488992
94685453736749,1230853232
94685453736968,2175393552
94685453736968,377233840
94685453736974,117753712
94685453737057,-2152911904
94685453736974,-955397824
94685453736968,1688733744
94685453736968,-566539056
94685453736968,1297161792
94685453736968,-3564556192
94685453736749,373885808
94685453736749,1258013936
94685453736968,2713922528
94685453737057,-3767970624
94685453737057,1887352128
94685453737057,-2424552008
94685453736749,1090327112
94685453737057,2306948368
94685453736996,-614244512
94685453737011,-719537296
94685453736968,1250870784
94685453736968,-111722256
94685453736996,837273024
94685453736968,-2187494448
94685453736996,-968436648
94685453737041,2661207576
94685453736968,-273340944
94685453736968,-1623687216
94685453736968,-1018220712
94685453736988,254404648
94685453736974,342071024
94685453736968,-252575184
94685453736968,2907813168
94685453736968,120926584
94685453737084,-2870506408
94685453736996,1066166352
94685453736968,-190158720
94685453736968,-1272544760
94685453737084,2847927552
94685453737084,-2817697544
94685453737057,283202752
94685453736968,782634288
94685453736968,286785120
94685453736968,-49003361980
94685453736924,51321963308
94685453736974,-3724196056
